MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,N0,CHOLAFIN,SEC RE NCD 8.25% SR.I,      1016.00,      1016.00,      1016.00,      1016.00,      1016.00,                   203200.00,200, ,1,      1016.99,      1000.00
N,N0,IMC1,SEC RE NCGB 8.25% STRPP A,       258.00,       258.00,       260.00,       254.04,       254.04,                    79865.36,310, ,10,       265.98,       215.15
N,N1,IMC1,SEC RE NCGB 8.25% STRPP B,       259.90,       253.41,       259.86,       253.41,       259.86,                    41861.92,163, ,5,       261.37,       243.71
N,N1,M&MFIN,8.72% UNSECURED NCD,      1015.00,      1020.00,      1020.00,      1020.00,      1020.00,                    11220.00,11, ,1,      1187.00,       972.40
N,N1,NAVIFIN,SEC RE NCD 9.20% SR. I,       996.50,       993.00,       999.50,       992.01,       997.00,                   726022.41,730, ,15,      1005.00,       980.00
N,N1,UGROCAP,SEC RED NCD 10.03%,       350.50,       355.00,       355.00,       325.20,       329.95,                   317322.20,901, ,10,      1008.00,       320.00
N,N2,CHOLAFIN,SEC RE NCD 8.30% SR.III,      1005.00,      1005.00,      1005.00,      1002.51,      1003.16,                   832046.09,829, ,16,      1005.80,       990.00
N,N2,HUDCO,8.20 NCD05MAR27 FV 1000,      1120.00,      1120.00,      1124.99,      1120.00,      1124.99,                    75289.50,67, ,2,      1350.00,      1005.99
N,N2,INCREDFIN,SEC RE NCD 9.25% SR.II,      1020.00,      1020.00,      1020.00,      1020.00,      1020.00,                     1020.00,1, ,1,      1105.00,       901.00
N,N2,IRFC,BOND 8.10% PA TAX FREE S2,      1150.00,      1158.00,      1159.85,      1150.00,      1156.00,                  1971822.35,1705, ,22,      1195.00,      1099.80
N,N2,M&MFIN,9.00% UNSECURED NCD,      1024.16,      1023.00,      1033.00,      1023.00,      1031.00,                    95823.00,93, ,4,      1159.00,      1017.00
N,N2,NABARD,7.64% TAX FREE TRI SRIIB,      1150.00,      1150.10,      1150.10,      1150.10,      1150.10,                    57505.00,50, ,1,      1213.00,      1117.00
N,N2,NHAI,BOND 8.30% PA TAX FREE S2,      1160.43,      1161.00,      1161.99,      1160.00,      1160.00,                   562692.95,485, ,11,      1223.80,      1060.10
N,N2,NHIT,SEC RE NCD 7.90% STRPP B,       310.40,       310.60,       311.00,       310.60,       311.00,                    25807.40,83, ,2,       320.21,       298.66
N,N2,RECLTD,TAXFREE SEC NCD TR1 S2,      1122.00,      1126.00,      1130.00,      1126.00,      1130.00,                    11264.00,10, ,2,      1172.00,      1077.14
N,N3,BRITANNIA,UNSEC RED NCD 5.50%,        28.30,        28.49,        28.49,        28.25,        28.29,                   132319.54,4676, ,107,        31.00,        28.00
N,N3,CREDITACC,SEC RE NCD 9.60% SR. III,      1014.05,      1015.95,      1015.95,      1015.95,      1015.95,                    20319.00,20, ,1,      1036.70,       970.00
N,N3,NAVIFIN,SEC RE NCD 9.40% SR. III,       991.00,       991.00,       995.00,       990.00,       992.97,                  1351154.55,1361, ,17,      1150.00,       986.00
N,N3,NHIT,SEC RE NCD 7.90% STRPP C,       418.31,       419.10,       420.98,       419.10,       420.97,                  1516834.59,3610, ,14,       421.15,       399.56
N,N3,UGROCAP,SEC RED NCD 10.15% SR. II,       991.50,       992.10,       992.10,       992.10,       992.10,                     8928.90,9, ,1,      1015.00,       852.00
N,N4,CHOLAFIN,SEC RE NCD 8.40% SR.V,      1016.30,      1020.97,      1020.97,      1020.18,      1020.18,                    11222.77,11, ,2,      1020.97,      1000.00
N,N4,IIHFL,UNSEC RE NCD 10% SR.I,      1051.02,      1052.02,      1052.02,      1050.00,      1051.00,                   115606.06,110, ,7,      1149.00,       925.00
N,N4,IRFC,7.34 NCD 19FEB28 TR1 SR2,      1129.11,      1169.90,      1169.90,      1159.71,      1159.71,                    29146.70,25, ,3,      1238.00,       915.10
N,N4,NHAI,8.52% TAX FREE TR I S IB,      1042.11,      1058.88,      1058.88,      1053.46,      1053.46,                     6347.86,6, ,2,      1199.88,      1015.00
N,N4,NTPC,8.66%S-R-NCD SERIES 1B,      1058.00,      1057.05,      1072.97,      1057.05,      1072.97,                   233347.00,220, ,2,      1139.95,      1018.10
N,N4,PCHFL,SEC RE NCD SR.II,      1157.00,      1156.90,      1156.90,      1156.90,      1156.90,                   115690.00,100, ,2,      1172.00,      1044.58
N,N4,TATACAPHSG,SEC RED NCD 8.01% SR.II,      1003.25,      1003.10,      1017.98,      1000.00,      1016.49,                   194740.68,194, ,15,      1120.00,       995.10
N,N4,UGROCAP,SEC RED NCD 10.40% SR.III,       990.00,      1000.00,      1000.00,       995.00,       995.40,                   144829.00,145, ,6,      1111.00,       951.00
N,N5,CREDITACC,SEC RE NCD 10% SR. V,      1050.00,      1050.00,      1050.00,      1050.00,      1050.00,                    78750.00,75, ,3,      1072.00,      1008.00
N,N5,EHFLNCD,SEC RED NCD 9.57% SR. V,       973.00,       999.00,       999.00,       999.00,       999.00,                    99900.00,100, ,1,      1100.00,       900.00
N,N5,ERFLNCDI,SEC RED NCD 8.88% SR. V,       917.14,       921.80,       921.80,       912.00,       914.19,                   423669.00,462, ,15,       970.00,       880.00
N,N5,IIHFL,UNSEC RE NCD 9.60% SR.II,       987.09,       988.00,       991.75,       987.15,       990.00,                 12651428.77,12782, ,78,      1012.00,       965.00
N,N5,PFC,8.30% TAX FREE NCD,      1152.00,      1150.00,      1152.10,      1150.00,      1152.00,                   350791.50,305, ,3,      1218.70,      1104.05
N,N6,DHANILOANS,DHANI LOANS & SERV LTD,       995.00,       995.00,       995.00,       993.99,       994.47,                   286401.69,288, ,12,      1035.00,       955.00
N,N6,EHFLNCD,SEC RED NCD 10% SR. VI,       976.01,       975.10,       975.31,       970.00,       970.00,                   141224.20,145, ,11,      1078.99,       941.00
N,N6,IIFL,UNSEC RED NCD 10.0% SR. V,      1009.30,      1050.00,      1050.00,      1050.00,      1050.00,                   367500.00,350, ,1,      1099.00,      1000.00
N,N6,IIHFL,UNSEC RE NCD 0% SR.III,      1070.00,      1070.00,      1092.00,      1070.00,      1092.00,                   244592.00,226, ,5,      1165.00,       992.00
N,N6,NHAI,8.75% TAX FREE TR I S IIB,      1205.00,      1206.00,      1206.00,      1203.90,      1203.90,                   668909.60,555, ,12,      1277.48,      1150.00
N,N6,NHBTF2014,BOND 9.01%PA TF TR-I S 3B,      6746.00,      6740.00,      6745.00,      6727.00,      6743.86,                  1550319.00,230, ,11,      7140.00,      5775.00
N,N6,NHBTF2023,NHB 8.93 NCD TR II SR 2 B,      5927.00,      5926.80,      5927.00,      5926.80,      5927.00,                   177807.00,30, ,3,      6499.99,      5265.00
N,N6,NHPC,8.92% SEC RED BOND S3B,      1295.00,      1294.90,      1295.00,      1294.90,      1295.00,                   291369.20,225, ,2,      1448.00,      1242.65
N,N6,PCHFL,SEC RE NCD 8.50% SR.III,       994.50,       995.00,       995.00,       995.00,       995.00,                    50745.00,51, ,3,      1099.00,       992.30
N,N6,POONAWALLA,SEC RED NCD 10.27% SR. VI,      1010.00,      1090.00,      1090.00,      1090.00,      1090.00,                     1090.00,1, ,1,      1198.99,       960.80
N,N6,TATACAPHSG,SEC RED NCD 8.30% SR.III,      1046.00,      1038.65,      1040.00,      1030.00,      1040.00,                   496894.35,480, ,21,      1105.00,       910.00
N,N7,DHANILOANS,DHANI LOANS & SERV LTD,      1007.85,      1007.95,      1007.95,      1007.95,      1007.95,                    10079.50,10, ,1,      1099.99,       861.10
N,N7,IBUCCREDIT,SERENCD8.66%SRIVCIII&IV,       992.00,       989.00,       989.00,       989.00,       989.00,                    11868.00,12, ,1,      1029.00,       947.30
N,N7,IIFL,UNSEC RED NCD 10.5% SR.VI,      1060.00,      1045.00,      1045.00,      1002.00,      1002.00,                    45993.00,45, ,2,      1198.90,      1002.00
N,N7,IIHFL,SEC RE NCD 8.25% SR.I,      1000.00,      1000.00,      1000.00,      1000.00,      1000.00,                     5000.00,5, ,1,      1040.55,       825.20
N,N7,IREDA,7.74% TAX FREE NCD,      1160.00,      1160.00,      1160.00,      1160.00,      1160.00,                   174000.00,150, ,1,      1247.59,      1126.15
N,N7,IRFC,BOND 8.23% PA TF TI-SIA,      1045.00,      1039.00,      1039.00,      1039.00,      1039.00,                   103900.00,100, ,2,      1299.00,      1013.16
N,N7,NTPC,8.49% SEC NON-CUM RED NCD,        10.37,        10.36,        10.42,        10.36,        10.37,                   228870.03,22062, ,111,        14.50,        10.00
N,N7,UGROCAP,SEC RED NCD 10.50% SR.III,      1003.80,      1003.80,      1003.80,      1001.50,      1001.50,                     6011.30,6, ,2,      1040.00,       850.00
N,N8,DHANILOANS,DHANI LOANS & SERV LTD,      1529.90,      1520.00,      1520.00,      1515.00,      1520.00,                   220360.00,145, ,6,      1590.10,      1129.90
N,N8,HUDCO,7.64% TAX FREETRI SR2B,      1154.41,      1155.90,      1156.00,      1155.90,      1156.00,                    87848.50,76, ,3,      1224.80,      1130.00
N,N8,NHAI,TAX FREE7.39% SR.IB,      1064.00,      1064.00,      1064.00,      1064.00,      1064.00,                  1289568.00,1212, ,5,      1149.85,      1033.01
N,N8,PCHFL,SEC RE NCD 8.75% SR.IV,      1070.00,      1000.00,      1004.00,      1000.00,      1004.00,                    26064.00,26, ,4,      1155.55,       890.20
N,N8,PFC,8.92% TAX FREE NCD,      1321.01,      1322.50,      1328.99,      1321.01,      1328.99,                   365040.45,276, ,12,      1421.00,      1276.00
N,N8,RECLTD,BOND 8.26% TAX FREE S1B,      1055.99,      1059.79,      1059.79,      1050.01,      1050.04,                   363727.95,345, ,5,      1179.85,      1005.00
N,N9,HUDCO,7.69% TAX FREETRII SR2B,      1165.69,      1165.20,      1175.00,      1165.00,      1168.99,                   338709.10,290, ,12,      1234.90,      1137.00
N,N9,IBUCCREDIT,SERENCD9.00%SRVCIII&IV,      1062.00,      1060.80,      1060.80,      1057.00,      1057.00,                    52890.30,50, ,3,      1085.00,       955.10
N,N9,IIHFL,SEC RE NCD 8.20% SR.III,       940.00,       945.00,       945.00,       945.00,       945.00,                    94500.00,100, ,1,       985.90,       812.82
N,N9,IRFC,BOND 8.48% PA TF TI-SIB,      1038.50,      1038.00,      1038.00,      1035.00,      1035.00,                   637158.00,615, ,6,      1329.40,      1012.81
N,N9,NHAI,TAX FREE7.35% SR.IIA,      1150.00,      1145.00,      1150.00,      1145.00,      1150.00,                   137410.00,120, ,6,      1339.99,      1109.00
N,N9,RECLTD,BOND 8.71% TAX FREE S2B,      1203.90,      1203.90,      1210.00,      1203.90,      1206.00,                  1522587.20,1263, ,26,      1289.00,      1101.00
N,NA,IBULHSGFIN,SEC RED NCD 9.0% SR. VI,       975.00,       975.00,       975.00,       975.00,       975.00,                    48750.00,50, ,2,       990.00,       885.00
N,NA,IRFC,BOND 8.65% PA TF TI-SIIB,      1170.00,      1170.50,      1170.50,      1170.00,      1170.50,                    39786.00,34, ,3,      1298.90,      1137.10
N,NA,NHAI,TAX FREE7.60% SR.IIB,      1169.99,      1169.99,      1169.99,      1163.00,      1163.00,                  1450974.39,1243, ,21,      1217.00,      1090.00
N,NA,NTPC,TFB 7.37% 2035 SR. 3A,      1256.00,      1224.60,      1224.60,      1224.60,      1224.60,                     1224.60,1, ,1,      2025.00,      1055.00
N,NA,PCHFL,SEC RE NCD 9% SR.V,       992.00,       999.95,       999.95,       994.25,       994.91,                   104745.05,105, ,6,      1088.00,       975.10
N,NB,IBUCCREDIT,SERENCD8.84%SRVICIII&IV,       950.00,       826.00,       956.00,       826.00,       955.66,                   233080.00,245, ,9,      1150.00,       750.00
N,NB,NTPC,TFB 7.36% 2025 SR. 1B,      1085.00,      1084.50,      1084.50,      1084.00,      1084.00,                    41197.50,38, ,2,      1124.00,      1042.10
N,NB,TATACAPHSG,UN SE RE NCD 8.55% SR.VI,      1052.50,      1149.00,      1149.00,      1050.30,      1059.93,                     6518.46,6, ,4,      1165.00,      1031.00
N,NC,IIFL,UNSEC RED NCD 10.00% SR.V,      1002.80,       995.00,       995.00,       995.00,       995.00,                     3980.00,4, ,1,      1043.90,       842.80
N,NC,IIHFL,SEC RE NCD 8.43% SR.VI,       925.70,       949.00,       949.00,       929.00,       941.12,                   165732.50,177, ,8,       991.60,       829.20
N,ND,HUDCO,8.76% TAX FREETRI SR2B,      1215.85,      1215.85,      1215.85,      1208.00,      1208.00,                    62855.25,52, ,2,      1280.00,      1151.10
N,ND,INDIGRID,SEC RE NCD 7.60% SR.II,       980.00,       980.00,       980.00,       980.00,       980.00,                    49000.00,50, ,1,      1044.01,       965.00
N,ND,TCFSL,SERENCD8.90%SRIICIII&IV,      1068.45,      1068.00,      1068.90,      1067.00,      1068.02,                  2076470.83,1945, ,48,      1120.03,       921.00
N,NE,HUDCO,9.01% TAX FREETRII SR3B,      1331.00,      1334.00,      1341.00,      1333.00,      1335.01,                   673855.00,504, ,13,      1454.25,      1205.10
N,NE,IBULHSGFIN,UNS RED NCD 9.15% SR.IX,       975.00,       975.00,       975.00,       975.00,       975.00,                   262275.00,269, ,15,       996.00,       900.00
N,NE,IIFL,UNSE RE NCD 10% SR.I,       999.00,       998.20,       998.50,       998.10,       998.50,                   139756.30,140, ,3,      1091.10,       906.00
N,NE,IRFC,BOND 8.88% PA TF TII-SIIB,      1200.05,      1200.00,      1200.00,      1200.00,      1200.00,                    28800.00,24, ,1,      1307.25,      1160.00
N,NE,NHAI,TAX FREE 7.69% SR. IIB,      1195.00,      1195.00,      1199.90,      1194.90,      1199.90,                   731608.00,611, ,10,      1233.99,      1137.15
N,NE,RECLTD,BOND8.44% PA TF TR II S1B,      1060.00,      1069.99,      1069.99,      1069.99,      1069.99,                    74899.30,70, ,1,      1150.00,      1010.30
N,NF,IIFL,UNSE RE NCD 9.6% SR.II,       991.66,       990.10,       991.99,       988.00,       990.84,                  2836263.64,2865, ,64,      1018.90,       960.00
N,NF,TCFSL,UNSERENCD9.1%SRIIICIII&IV,      1115.50,      1115.60,      1122.91,      1115.60,      1119.90,                   135081.91,121, ,4,      1238.00,      1041.00
N,NG,IBUCCREDIT,SEC RE NCD SR.II,      1000.00,       900.00,       990.00,       900.00,       990.00,                    94500.00,100, ,4,       990.00,       900.00
N,NG,IBULHSGFIN,SEC RE NCD 8.35% SR.I,      1052.00,      1060.00,      1060.00,      1060.00,      1060.00,                   190800.00,180, ,1,      1060.00,       825.20
N,NG,L&TFINANCE,SE RE NCD 9.35% SR.V OPII,      1080.00,      1085.00,      1085.00,      1085.00,      1085.00,                    66185.00,61, ,5,      1225.80,      1065.05
N,NH,DHANILOANS,DHANI LOANS & SERV LTD,      1322.00,      1288.96,      1455.00,      1288.96,      1455.00,                    13719.80,10, ,2,      1587.00,      1086.20
N,NH,ECLFINANCE,SEC RED NCD SR. IV,      1557.89,      1562.00,      1564.00,      1558.50,      1561.00,                  1370012.62,878, ,53,      1735.00,      1200.10
N,NH,IBULHSGFIN,SEC RE NCD 8.75% SR.I,      1056.80,      1056.80,      1056.80,      1055.80,      1055.80,                   117209.20,111, ,6,      1070.00,       820.20
N,NH,IFCI,9.90 % SRNCD SR VI,      1057.00,      1058.05,      1059.50,      1058.05,      1059.50,                   462797.85,437, ,4,      1109.90,      1001.00
N,NI,ECLFINANCE,SEC RED NCD 9.65% SR. V,      1086.47,      1082.00,      1086.86,      1082.00,      1086.86,                    16254.30,15, ,3,      1201.00,       900.00
N,NI,L&TFINANCE,SERENCD 8.98% SR.VI OPII,      1069.69,      1071.00,      1071.00,      1071.00,      1071.00,                    26775.00,25, ,1,      1205.00,      1050.00
N,NJ,IBULHSGFIN,SEC RE NCD SR.II,      1153.35,      1152.00,      1153.35,      1152.00,      1153.35,                    33433.65,29, ,3,      1153.35,       970.10
N,NJ,INDIGRID,SEC RE NCD 8.20% SR.V,      1017.00,      1017.75,      1017.75,      1017.75,      1017.75,                    27479.25,27, ,1,      1083.00,      1000.00
N,NJ,IRFC,TAX FREE  7.53% SR. 103 A,      1175.50,      1174.93,      1174.93,      1174.93,      1174.93,                     1174.93,1, ,1,      1215.00,      1113.06
N,NJ,TCFSL,SERENCD8.50%SR.IICIII&IV,      1070.50,      1073.49,      1073.49,      1072.40,      1072.41,                   268248.20,250, ,6,      1115.00,      1019.99
N,NK,ECLFINANCE,SEC RED NCD 9.85% SR. VII,      1037.00,      1026.00,      1045.00,      1026.00,      1044.17,                   204622.50,196, ,6,      1055.00,       900.00
N,NK,IRFC,TAX FREE7.50% SR.104 A,      1225.00,      1225.00,      1225.00,      1223.10,      1223.10,                    89404.10,73, ,3,      1299.90,      1111.00
N,NL,IIFL,SEC RE NCD 8.42% SR.V,       956.00,       955.00,       962.00,       955.00,       961.99,                   990955.00,1033, ,24,      1000.00,       830.20
N,NL,INDIGRID,SEC RE NCD 7.97% SR.VI,      1000.25,      1000.10,      1001.15,      1000.00,      1001.15,                   525057.65,525, ,12,      1065.00,       886.00
N,NL,TCFSL,SERENCD8.65%SR.IIICIII&IV,      1104.00,      1091.20,      1091.20,      1026.55,      1087.69,                  4229921.66,3927, ,78,      1167.90,      1026.55
N,NN,TCFSL,UNSERENCD8.85%SRIVCIII&IV,      1106.00,      1119.00,      1119.00,      1119.00,      1119.00,                    27975.00,25, ,2,      1285.00,      1070.00
N,NO,DHANILOANS,DHANI LOANS & SERV LTD,       998.00,       973.05,       997.37,       973.05,       997.37,                     3916.52,4, ,2,      1000.00,       890.20
N,NO,ECLFINANCE,SEC RED NCD 9.95% SR. III,       994.00,       989.10,       989.10,       989.00,       989.00,                    65279.10,66, ,5,      1069.00,       975.00
N,NO,IIFL,SEC RE NCD 8.5% SR.I,       987.00,       987.00,       994.99,       987.00,       994.99,                    69569.40,70, ,5,      1004.00,       960.00
N,NO,L&TFINANCE,SERENCD 9.0% SR.III OPII,      1023.30,      1025.00,      1025.00,      1025.00,      1025.00,                     1025.00,1, ,1,      1161.21,      1000.00
N,NP,ECLFINANCE,SEC RED NCD 10.40% SR. IV,      1031.05,      1031.10,      1031.10,      1031.10,      1031.10,                    96923.40,94, ,3,      1215.00,       976.35
N,NP,IIFL,SEC RE NCD 0% SR.II,       975.86,       995.80,       995.80,       975.85,       975.85,                    42739.60,43, ,2,      1050.00,       842.80
N,NQ,ECLFINANCE,SEC RED NCD SR. V,      1523.00,      1825.00,      1825.00,      1512.00,      1526.73,                  3722176.20,2441, ,37,      1825.00,      1380.00
N,NQ,IBULHSGFIN,SEC RE NCD 8.66% SR.VI,       970.00,       985.00,       985.00,       985.00,       985.00,                     4925.00,5, ,1,      1170.00,       818.00
N,NQ,L&TFINANCE,SERENCD 8.66% SR.IV OPII,      1005.51,      1009.00,      1009.00,      1009.00,      1009.00,                    50450.00,50, ,4,      1145.00,       970.00
N,NR,ECLFINANCE,SEC RED NCD 10.15% SR. VI,      1003.59,      1002.10,      1005.10,      1002.10,      1004.58,                    67243.60,67, ,7,      1119.15,       801.10
N,NS,ECLFINANCE,SEC RED NCD 10.6% SR. VII,      1038.99,      1039.00,      1039.00,      1039.00,      1039.00,                     5195.00,5, ,1,      1108.00,       920.00
N,NS,IIFL,SEC RE NCD 8.65% SR.V,       955.00,       956.25,       959.95,       955.01,       959.95,                   439829.55,460, ,13,      1000.00,       948.01
N,NS,L&TFINANCE,SE RE NCD SR.V OPT II,      1455.00,      1420.00,      1440.00,      1420.00,      1440.00,                    27180.00,19, ,2,      1734.07,      1225.00
N,NT,IBULHSGFIN,SEC RE NCD 8.89% SR.VIII,       990.90,       988.00,       988.00,       988.00,       988.00,                      988.00,1, ,1,      1024.90,       821.00
N,NT,IIFL,SEC RE NCD 9% SR.VI,       981.00,       974.26,       974.26,       974.26,       974.26,                     9742.60,10, ,2,      1025.00,       941.00
N,NU,DHANILOANS,SEC RE NCD 10.03% SR.IV,       989.95,       990.00,       990.00,       990.00,       990.00,                    89100.00,90, ,1,      1158.80,       815.30
N,NV,IIFL,SEC RE NCD 8.35% SR.I,       940.00,       941.00,       941.00,       940.00,       940.00,                     4704.00,5, ,3,       995.00,       830.00
N,NW,IIFL,SEC RE NCD 0% SR.II,       980.00,       950.00,       950.00,       929.00,       950.00,                    60291.00,64, ,9,      1000.00,       900.00
N,NZ,IBUCCREDIT,SEC RE NCD 10.03% SR.VIII,      1030.00,       990.00,       990.02,       990.00,       990.01,                    21780.20,22, ,5,      1065.00,       950.00
N,NZ,IIFL,SEC RE NCD 8.65% SR.V,       958.96,       972.00,       972.00,       961.00,       961.18,                    98569.00,102, ,13,       989.75,       926.00
N,Y1,IIFL,SEC RE NCD 0% SR.VII,       935.00,       901.01,       921.00,       901.00,       920.03,                    73476.25,81, ,5,       935.00,       901.00
N,Y5,IBULHSGFIN,SEC RE NCD 9% SR.IV,       997.00,       998.00,      1003.85,       998.00,      1003.85,                   134311.15,134, ,3,      1045.45,       879.35
N,Y5,L&TFINANCE,SE RE NCD 8.60% SR.IV O8,      1048.00,      1048.01,      1048.01,      1048.00,      1048.00,                   214840.10,205, ,5,      1100.00,       950.20
N,Y6,IBULHSGFIN,SEC RE NCD SR.V,      1072.00,      1087.90,      1094.90,      1072.00,      1072.00,                    67117.40,62, ,6,      1094.90,       900.00
N,Y7,L&TFINANCE,SE RE NCD 8.29% SR.V O10,      1007.00,      1007.00,      1009.50,      1004.00,      1005.00,                   481395.01,478, ,15,      1058.00,       975.00
N,Y8,IBULHSGFIN,SEC RE NCD 8.66% SR.VI,       960.80,       960.80,       960.80,       960.80,       960.80,                    67256.00,70, ,2,       977.00,       900.10
N,Y9,L&TFINANCE,SE RE NCD 8.65% SR.VI O12,      1072.50,      1068.00,      1068.00,      1068.00,      1068.00,                     5340.00,5, ,1,      1149.00,      1028.00
N,YA,IBULHSGFIN,SEC RE NCD 9.25% SR.VII,       950.00,       950.00,       950.00,       950.00,       950.00,                    69350.00,73, ,5,      1000.00,       815.20
N,YC,IBULHSGFIN,SEC RE NCD 8.89% SR.VIII,      1000.00,       970.00,       970.00,       970.00,       970.00,                    14550.00,15, ,2,      1015.00,       805.06
N,YG,IBULHSGFIN,SEC RE NCD 8.75% SR.I,       970.00,       962.00,       962.00,       962.00,       962.00,                    24050.00,25, ,1,      1044.50,       901.20
N,YI,SHRIRAMFIN,SEC RED NCD 9.03% SR. II,      1030.00,      1030.00,      1030.00,      1020.00,      1024.94,                  1063056.35,1040, ,21,      1134.40,       992.50
N,YL,SHRIRAMFIN,SEC RED NCD 9.40% SR. V,      1030.50,      1030.95,      1031.20,      1030.95,      1030.98,                   383536.31,372, ,11,      1179.69,       977.20
N,YN,IBULHSGFIN,SEC RE NCD SR.V,      1044.90,      1048.30,      1048.30,      1048.30,      1048.30,                    14676.20,14, ,2,      1048.30,       811.60
N,YO,SHRIRAMFIN,SEC RED NCD 9.12% SR. I,      1000.00,      1005.00,      1005.00,      1000.50,      1000.50,                    80283.00,80, ,4,      1039.99,       905.00
N,YR,SHRIRAMFIN,SEC RED NCD 9.50% SR. IV,      1061.00,      1060.00,      1068.35,      1060.00,      1067.90,                   515637.90,486, ,10,      1125.00,      1001.00
N,YS,SHRIRAMFIN,SEC RED NCD 9.70% SR. V,      1110.00,      1090.01,      1090.01,      1090.00,      1090.00,                   174400.50,160, ,5,      1175.00,      1025.00
N,YT,IBULHSGFIN,SEC RE NCD 8.89% SR.VIII,       942.82,       997.00,       997.00,       997.00,       997.00,                    49850.00,50, ,1,      1100.00,       832.80
N,YV,IBULHSGFIN,SEC RE NCD 9.05% SR.I,      1010.20,      1010.20,      1010.20,      1010.20,      1010.20,                     5051.00,5, ,1,      1035.00,       815.25
N,YV,SHRIRAMFIN,SEC RED NCD 9.12% SR. I,      1006.00,      1005.99,      1005.99,      1005.99,      1005.99,                    30179.70,30, ,6,      1115.00,       906.00
N,YZ,IBULHSGFIN,SEC RE NCD 8.70% SR.III,       959.99,       962.00,       962.00,       962.00,       962.00,                     8658.00,9, ,2,      1110.00,       890.00
N,YZ,SHRIRAMFIN,SEC RED NCD 9.70% SR. V,      1064.22,      1070.00,      1070.00,      1070.00,      1070.00,                   214000.00,200, ,1,      1180.00,      1025.31
N,Z4,SHRIRAMFIN,SEC RED NCD 9.22% SR.II,      1001.17,      1001.00,      1004.00,      1001.00,      1001.10,                  1001881.50,1000, ,13,      1208.00,       971.01
N,Z5,SHRIRAMFIN,SEC RED NCD 9.31% SR.III,      1005.00,      1006.12,      1006.12,      1006.12,      1006.12,                    10061.20,10, ,1,      1128.00,       915.20
N,Z8,SHRIRAMFIN,SEC RED NCD 9.6% SR.VI,      1090.00,      1090.00,      1090.00,      1090.00,      1090.00,                    21800.00,20, ,1,      1220.50,      1003.03
N,Z9,IBULHSGFIN,SEC RE NCD 9.15% SR.VIII,       976.00,       950.00,       950.00,       950.00,       950.00,                     9500.00,10, ,3,      1024.95,       815.45
N,ZF,SHRIRAMFIN,SEC RED NCD 8.75% SR.III,      1018.89,      1018.00,      1018.00,      1018.00,      1018.00,                   130304.00,128, ,4,      1109.00,       973.20
N,ZP,IBULHSGFIN,SEC RE NCD 9.30% SR.I,      1009.00,      1000.00,      1000.00,      1000.00,      1000.00,                     4000.00,4, ,1,      1030.00,       860.00
N,ZR,IBULHSGFIN,SEC RE NCD 8.94% SR.II,       973.00,       973.00,       973.00,       973.00,       973.00,                     9730.00,10, ,1,      1010.00,       805.00
